observation,action,reward,next_observation
[-0.09938475 -0.05414682  0.17161387  0.3974331 ],0,1.0,[-0.10046768 -0.25123504  0.17956254  0.7389299 ]
[-0.10046768 -0.25123504  0.17956254  0.7389299 ],0,1.0,[-0.10549238 -0.44832206  0.19434114  1.0823154 ]
[-0.10549238 -0.44832206  0.19434114  1.0823154 ],1,1.0,[-0.11445882 -0.25622112  0.21598744  0.85636574]
[ 0.01824075 -0.00887536 -0.01458331  0.01356797],1,1.0,[ 0.01806324  0.18645267 -0.01431195 -0.28368026]
[ 0.01806324  0.18645267 -0.01431195 -0.28368026],1,1.0,[ 0.02179229  0.3817758  -0.01998556 -0.5808425 ]
[ 0.02179229  0.3817758  -0.01998556 -0.5808425 ],1,1.0,[ 0.02942781  0.577172   -0.03160241 -0.87975365]
[ 0.02942781  0.577172   -0.03160241 -0.87975365],0,1.0,[ 0.04097125  0.38249335 -0.04919748 -0.597171  ]
[ 0.04097125  0.38249335 -0.04919748 -0.597171  ],1,1.0,[ 0.04862111  0.578268   -0.0611409  -0.9049359 ]
[ 0.04862111  0.578268   -0.0611409  -0.9049359 ],0,1.0,[ 0.06018648  0.38402492 -0.07923961 -0.63207996]
[ 0.06018648  0.38402492 -0.07923961 -0.63207996],1,1.0,[ 0.06786697  0.58015776 -0.09188122 -0.9486281 ]
[ 0.06786697  0.58015776 -0.09188122 -0.9486281 ],0,1.0,[ 0.07947013  0.38638493 -0.11085378 -0.68617004]
[ 0.07947013  0.38638493 -0.11085378 -0.68617004],0,1.0,[ 0.08719783  0.19296218 -0.12457718 -0.43034104]
[ 0.08719783  0.19296218 -0.12457718 -0.43034104],0,1.0,[ 0.09105707 -0.00019582 -0.133184   -0.17938045]
[ 0.09105707 -0.00019582 -0.133184   -0.17938045],1,1.0,[ 0.09105316  0.19655566 -0.1367716  -0.5109345 ]
[ 0.09105316  0.19655566 -0.1367716  -0.5109345 ],0,1.0,[ 0.09498427  0.00359858 -0.1469903  -0.2642874 ]
[ 0.09498427  0.00359858 -0.1469903  -0.2642874 ],0,1.0,[ 0.09505624 -0.18915299 -0.15227605 -0.02133761]
[ 0.09505624 -0.18915299 -0.15227605 -0.02133761],1,1.0,[ 0.09127318  0.00778758 -0.1527028  -0.35792643]
[ 0.09127318  0.00778758 -0.1527028  -0.35792643],0,1.0,[ 0.09142893 -0.18487112 -0.15986133 -0.11702152]
[ 0.09142893 -0.18487112 -0.15986133 -0.11702152],1,1.0,[ 0.08773151  0.01213723 -0.16220176 -0.45556536]
[ 0.08773151  0.01213723 -0.16220176 -0.45556536],0,1.0,[ 0.08797425 -0.18036446 -0.17131306 -0.21808146]
[ 0.08797425 -0.18036446 -0.17131306 -0.21808146],0,1.0,[ 0.08436696 -0.37267628 -0.17567469  0.01604356]
[ 0.08436696 -0.37267628 -0.17567469  0.01604356],0,1.0,[ 0.07691344 -0.5649007  -0.17535383  0.2485593 ]
[ 0.07691344 -0.5649007  -0.17535383  0.2485593 ],1,1.0,[ 0.06561542 -0.3677647  -0.17038263 -0.09390029]
[ 0.06561542 -0.3677647  -0.17038263 -0.09390029],0,1.0,[ 0.05826013 -0.560087   -0.17226064  0.14055543]
[ 0.05826013 -0.560087   -0.17226064  0.14055543],1,1.0,[ 0.04705839 -0.36297026 -0.16944954 -0.20113818]
[ 0.04705839 -0.36297026 -0.16944954 -0.20113818],0,1.0,[ 0.03979899 -0.5553147  -0.1734723   0.03366617]
[ 0.03979899 -0.5553147  -0.1734723   0.03366617],0,1.0,[ 0.02869269 -0.7475795  -0.17279898  0.26698947]
[ 0.02869269 -0.7475795  -0.17279898  0.26698947],1,1.0,[ 0.0137411  -0.5504667  -0.16745919 -0.07482683]
[ 0.0137411  -0.5504667  -0.16745919 -0.07482683],1,1.0,[ 0.00273177 -0.35338935 -0.16895573 -0.4153109 ]
[ 0.00273177 -0.35338935 -0.16895573 -0.4153109 ],0,1.0,[-0.00433602 -0.5457644  -0.17726193 -0.18029423]
[-0.00433602 -0.5457644  -0.17726193 -0.18029423],1,1.0,[-0.01525131 -0.3486073  -0.18086782 -0.52323824]
[-0.01525131 -0.3486073  -0.18086782 -0.52323824],0,1.0,[-0.02222345 -0.5407846  -0.1913326  -0.29256022]
[-0.02222345 -0.5407846  -0.1913326  -0.29256022],0,1.0,[-0.03303915 -0.73273695 -0.19718379 -0.06579503]
[-0.03303915 -0.73273695 -0.19718379 -0.06579503],0,1.0,[-0.04769388 -0.92456585 -0.1984997   0.15877539]
[-0.04769388 -0.92456585 -0.1984997   0.15877539],1,1.0,[-0.0661852  -0.72723764 -0.19532418 -0.1893811 ]
[-0.0661852  -0.72723764 -0.19532418 -0.1893811 ],1,1.0,[-0.08072995 -0.5299358  -0.1991118  -0.5367672 ]
[-0.08072995 -0.5299358  -0.1991118  -0.5367672 ],1,1.0,[-0.09132867 -0.33265352 -0.20984715 -0.8849967 ]
[ 0.02629213  0.02425128  0.0082338  -0.01431028],1,1.0,[ 0.02677716  0.21925418  0.00794759 -0.30438402]
[ 0.02677716  0.21925418  0.00794759 -0.30438402],1,1.0,[ 0.03116224  0.41426197  0.00185991 -0.5945499 ]
[ 0.03116224  0.41426197  0.00185991 -0.5945499 ],0,1.0,[ 0.03944748  0.21911404 -0.01003108 -0.3012817 ]
[ 0.03944748  0.21911404 -0.01003108 -0.3012817 ],1,1.0,[ 0.04382976  0.4143775  -0.01605672 -0.5971113 ]
[ 0.04382976  0.4143775  -0.01605672 -0.5971113 ],1,1.0,[ 0.05211731  0.6097204  -0.02799894 -0.89480835]
[ 0.05211731  0.6097204  -0.02799894 -0.89480835],1,1.0,[ 0.06431172  0.80521065 -0.04589511 -1.1961594 ]
[ 0.06431172  0.80521065 -0.04589511 -1.1961594 ],0,1.0,[ 0.08041593  0.6107119  -0.0698183  -0.9182068 ]
[ 0.08041593  0.6107119  -0.0698183  -0.9182068 ],0,1.0,[ 0.09263017  0.41659972 -0.08818243 -0.64825785]
[ 0.09263017  0.41659972 -0.08818243 -0.64825785],0,1.0,[ 0.10096216  0.22280976 -0.10114759 -0.38459444]
[ 0.10096216  0.22280976 -0.10114759 -0.38459444],0,1.0,[ 0.10541836  0.02925837 -0.10883948 -0.12543795]
[ 0.10541836  0.02925837 -0.10883948 -0.12543795],0,1.0,[ 0.10600353 -0.16414966 -0.11134824  0.13102177]
[ 0.10600353 -0.16414966 -0.11134824  0.13102177],1,1.0,[ 0.10272054  0.03237662 -0.10872781 -0.19461083]
[ 0.10272054  0.03237662 -0.10872781 -0.19461083],1,1.0,[ 0.10336807  0.22887231 -0.11262002 -0.51951694]
[ 0.10336807  0.22887231 -0.11262002 -0.51951694],0,1.0,[ 0.10794552  0.03550098 -0.12301036 -0.26433778]
[ 0.10794552  0.03550098 -0.12301036 -0.26433778],0,1.0,[ 0.10865553 -0.15767013 -0.12829712 -0.01284448]
[ 0.10865553 -0.15767013 -0.12829712 -0.01284448],1,1.0,[ 0.10550213  0.03903603 -0.128554   -0.34309465]
[ 0.10550213  0.03903603 -0.128554   -0.34309465],1,1.0,[ 0.10628285  0.23573013 -0.1354159  -0.67339206]
[ 0.10628285  0.23573013 -0.1354159  -0.67339206],0,1.0,[ 0.11099745  0.04272425 -0.14888373 -0.42622432]
[ 0.11099745  0.04272425 -0.14888373 -0.42622432],0,1.0,[ 0.11185194 -0.1500099  -0.15740822 -0.18393165]
[ 0.11185194 -0.1500099  -0.15740822 -0.18393165],0,1.0,[ 0.10885174 -0.34257042 -0.16108686  0.05525104]
[ 0.10885174 -0.34257042 -0.16108686  0.05525104],1,1.0,[ 0.10200033 -0.14554936 -0.15998183 -0.28360948]
[ 0.10200033 -0.14554936 -0.15998183 -0.28360948],0,1.0,[ 0.09908935 -0.3380709  -0.16565402 -0.04534913]
[ 0.09908935 -0.3380709  -0.16565402 -0.04534913],1,1.0,[ 0.09232793 -0.14100885 -0.16656101 -0.3853756 ]
[ 0.09232793 -0.14100885 -0.16656101 -0.3853756 ],0,1.0,[ 0.08950775 -0.33342305 -0.17426851 -0.14949143]
[ 0.08950775 -0.33342305 -0.17426851 -0.14949143],0,1.0,[ 0.08283929 -0.5256769  -0.17725834  0.08354542]
[ 0.08283929 -0.5256769  -0.17725834  0.08354542],0,1.0,[ 0.07232575 -0.7178736  -0.17558745  0.31548157]
[ 0.07232575 -0.7178736  -0.17558745  0.31548157],1,1.0,[ 0.05796828 -0.520742   -0.1692778  -0.027027  ]
[ 0.05796828 -0.520742   -0.1692778  -0.027027  ],0,1.0,[ 0.04755344 -0.713083   -0.16981834  0.20783044]
[ 0.04755344 -0.713083   -0.16981834  0.20783044],0,1.0,[ 0.03329178 -0.90542126 -0.16566174  0.44250077]
[ 0.03329178 -0.90542126 -0.16566174  0.44250077],0,1.0,[ 0.01518335 -1.0978591  -0.15681173  0.6787237 ]
[ 0.01518335 -1.0978591  -0.15681173  0.6787237 ],0,1.0,[-0.00677383 -1.2904953  -0.14323725  0.9182186 ]
[-0.00677383 -1.2904953  -0.14323725  0.9182186 ],1,1.0,[-0.03258374 -1.0937579  -0.12487288  0.5841667 ]
[-0.03258374 -1.0937579  -0.12487288  0.5841667 ],1,1.0,[-0.05445889 -0.8971283  -0.11318954  0.25490156]
[-0.05445889 -0.8971283  -0.11318954  0.25490156],1,1.0,[-0.07240146 -0.7005875  -0.10809151 -0.07122982]
[-0.07240146 -0.7005875  -0.10809151 -0.07122982],0,1.0,[-0.08641321 -0.8940071  -0.10951611  0.18548931]
[-0.08641321 -0.8940071  -0.10951611  0.18548931],0,1.0,[-0.10429335 -1.0874056  -0.10580632  0.44171566]
[-0.10429335 -1.0874056  -0.10580632  0.44171566],0,1.0,[-0.12604146 -1.2808837  -0.09697201  0.6992607 ]
[-0.12604146 -1.2808837  -0.09697201  0.6992607 ],0,1.0,[-0.15165913 -1.4745369  -0.08298679  0.9599108 ]
[-0.15165913 -1.4745369  -0.08298679  0.9599108 ],1,1.0,[-0.18114987 -1.2784034  -0.06378858  0.6423529 ]
[-0.18114987 -1.2784034  -0.06378858  0.6423529 ],1,1.0,[-0.20671794 -1.082453   -0.05094152  0.330284  ]
[-0.20671794 -1.082453   -0.05094152  0.330284  ],1,1.0,[-0.228367   -0.8866443  -0.04433584  0.02198163]
[-0.228367   -0.8866443  -0.04433584  0.02198163],0,1.0,[-0.24609989 -1.0811033  -0.04389621  0.30035305]
[-0.24609989 -1.0811033  -0.04389621  0.30035305],1,1.0,[-0.26772195 -0.8853841  -0.03788915 -0.00584435]
[-0.26772195 -0.8853841  -0.03788915 -0.00584435],1,1.0,[-0.28542963 -0.6897398  -0.03800603 -0.31023687]
[-0.28542963 -0.6897398  -0.03800603 -0.31023687],0,1.0,[-0.29922444 -0.88430023 -0.04421077 -0.02977808]
[-0.29922444 -0.88430023 -0.04421077 -0.02977808],0,1.0,[-0.31691045 -1.0787612  -0.04480634  0.24863464]
[-0.31691045 -1.0787612  -0.04480634  0.24863464],0,1.0,[-0.33848566 -1.2732157  -0.03983364  0.5268548 ]
[-0.33848566 -1.2732157  -0.03983364  0.5268548 ],0,1.0,[-0.36394998 -1.4677551  -0.02929655  0.80672455]
[-0.36394998 -1.4677551  -0.02929655  0.80672455],1,1.0,[-0.3933051  -1.2722441  -0.01316205  0.504972  ]
[-0.3933051  -1.2722441  -0.01316205  0.504972  ],0,1.0,[-0.41874996 -1.4671781  -0.00306261  0.79347813]
[-0.41874996 -1.4671781  -0.00306261  0.79347813],1,1.0,[-0.44809353 -1.2720143   0.01280695  0.49983332]
[-0.44809353 -1.2720143   0.01280695  0.49983332],0,1.0,[-0.4735338  -1.4673144   0.02280361  0.79652464]
[-0.4735338  -1.4673144   0.02280361  0.79652464],1,1.0,[-0.5028801  -1.2725127   0.03873411  0.51110166]
[-0.5028801  -1.2725127   0.03873411  0.51110166],1,1.0,[-0.5283303  -1.0779572   0.04895614  0.23087227]
[-0.5283303  -1.0779572   0.04895614  0.23087227],1,1.0,[-0.5498895  -0.8835677   0.05357359 -0.0459752 ]
[-0.5498895  -0.8835677   0.05357359 -0.0459752 ],0,1.0,[-0.56756085 -1.0794153   0.05265408  0.26311782]
[-0.56756085 -1.0794153   0.05265408  0.26311782],1,1.0,[-0.5891492  -0.8850829   0.05791644 -0.0125036 ]
[-0.5891492  -0.8850829   0.05791644 -0.0125036 ],0,1.0,[-0.6068508  -1.0809855   0.05766637  0.2978756 ]
[-0.6068508  -1.0809855   0.05766637  0.2978756 ],0,1.0,[-0.62847054 -1.2768801   0.06362388  0.6081735 ]
[-0.62847054 -1.2768801   0.06362388  0.6081735 ],0,1.0,[-0.65400815 -1.4728311   0.07578735  0.92019814]
[-0.65400815 -1.4728311   0.07578735  0.92019814],1,1.0,[-0.68346477 -1.2788109   0.09419131  0.65226316]
[-0.68346477 -1.2788109   0.09419131  0.65226316],1,1.0,[-0.70904094 -1.085118    0.10723657  0.39066324]
[-0.70904094 -1.085118    0.10723657  0.39066324],1,1.0,[-0.73074335 -0.8916685   0.11504984  0.1336229 ]
[-0.73074335 -0.8916685   0.11504984  0.1336229 ],1,1.0,[-0.7485767  -0.6983664   0.1177223  -0.12066331]
[-0.7485767  -0.6983664   0.1177223  -0.12066331],1,1.0,[-0.76254404 -0.50511056  0.11530903 -0.37401018]
[-0.76254404 -0.50511056  0.11530903 -0.37401018],1,1.0,[-0.77264625 -0.31179926  0.10782883 -0.6282258 ]
[-0.77264625 -0.31179926  0.10782883 -0.6282258 ],0,1.0,[-0.7788822  -0.50824773  0.09526431 -0.3036242 ]
[-0.7788822  -0.50824773  0.09526431 -0.3036242 ],1,1.0,[-0.7890472  -0.31460342  0.08919182 -0.5648083 ]
[-0.7890472  -0.31460342  0.08919182 -0.5648083 ],0,1.0,[-0.7953392  -0.5108561   0.07789566 -0.24541181]
[-0.7953392  -0.5108561   0.07789566 -0.24541181],1,1.0,[-0.80555636 -0.3169281   0.07298742 -0.5125435 ]
[-0.80555636 -0.3169281   0.07298742 -0.5125435 ],0,1.0,[-0.81189495 -0.5129981   0.06273656 -0.19778228]
[-0.81189495 -0.5129981   0.06273656 -0.19778228],0,1.0,[-0.8221549  -0.7089587   0.05878091  0.11401276]
[-0.8221549  -0.7089587   0.05878091  0.11401276],0,1.0,[-0.83633405 -0.90487146  0.06106117  0.42464605]
[-0.83633405 -0.90487146  0.06106117  0.42464605],0,1.0,[-0.8544315  -1.1008028   0.06955408  0.7359362 ]
[-0.8544315  -1.1008028   0.06955408  0.7359362 ],1,1.0,[-0.87644756 -0.90670705  0.08427281  0.4659289 ]
[-0.87644756 -0.90670705  0.08427281  0.4659289 ],0,1.0,[-0.8945817  -1.1029123   0.09359138  0.78393924]
[-0.8945817  -1.1029123   0.09359138  0.78393924],1,1.0,[-0.9166399  -0.90919256  0.10927017  0.52210706]
[-0.9166399  -0.90919256  0.10927017  0.52210706],1,1.0,[-0.9348238  -0.7157646   0.11971232  0.26575702]
[-0.9348238  -0.7157646   0.11971232  0.26575702],0,1.0,[-0.94913906 -0.9123736   0.12502745  0.5936713 ]
[-0.94913906 -0.9123736   0.12502745  0.5936713 ],1,1.0,[-0.96738654 -0.71920305  0.13690089  0.34283957]
[-0.96738654 -0.71920305  0.13690089  0.34283957],0,1.0,[-0.98177063 -0.9159801   0.14375767  0.67536676]
[-0.98177063 -0.9159801   0.14375767  0.67536676],0,1.0,[-1.0000902  -1.1127762   0.15726501  1.0096351 ]
[-1.0000902  -1.1127762   0.15726501  1.0096351 ],1,1.0,[-1.0223458 -0.9200627  0.1774577  0.7701779]
[-1.0223458 -0.9200627  0.1774577  0.7701779],0,1.0,[-1.040747   -1.1171252   0.19286127  1.1130285 ]
[-1.040747   -1.1171252   0.19286127  1.1130285 ],0,1.0,[-1.0630895  -1.3141835   0.21512184  1.4594862 ]
[-0.04678693 -0.03193877 -0.00951265  0.04952953],0,1.0,[-0.04742571 -0.22692303 -0.00852206  0.33919603]
[-0.04742571 -0.22692303 -0.00852206  0.33919603],1,1.0,[-0.05196416 -0.03168086 -0.00173814  0.04383795]
[-0.05196416 -0.03168086 -0.00173814  0.04383795],0,1.0,[-0.05259778 -0.22677784 -0.00086138  0.33597198]
[-0.05259778 -0.22677784 -0.00086138  0.33597198],0,1.0,[-0.05713334 -0.42188752  0.00585806  0.62838316]
[-0.05713334 -0.42188752  0.00585806  0.62838316],0,1.0,[-0.06557109 -0.61709076  0.01842573  0.9229052 ]
[-0.06557109 -0.61709076  0.01842573  0.9229052 ],0,1.0,[-0.0779129  -0.8124567   0.03688383  1.2213212 ]
[-0.0779129  -0.8124567   0.03688383  1.2213212 ],0,1.0,[-0.09416204 -1.008034    0.06131025  1.5253291 ]
[-0.09416204 -1.008034    0.06131025  1.5253291 ],1,1.0,[-0.11432272 -0.8137035   0.09181684  1.2523949 ]
[-0.11432272 -0.8137035   0.09181684  1.2523949 ],1,1.0,[-0.13059679 -0.6198698   0.11686473  0.98982537]
[-0.13059679 -0.6198698   0.11686473  0.98982537],0,1.0,[-0.14299418 -0.8163457   0.13666125  1.3168089 ]
[-0.14299418 -0.8163457   0.13666125  1.3168089 ],0,1.0,[-0.1593211  -1.0129058   0.16299742  1.6489537 ]
[-0.1593211  -1.0129058   0.16299742  1.6489537 ],0,1.0,[-0.17957921 -1.2095149   0.1959765   1.9876677 ]
[-0.17957921 -1.2095149   0.1959765   1.9876677 ],1,1.0,[-0.20376952 -1.0169159   0.23572984  1.7615483 ]
[-0.04033931 -0.04488421  0.03031179 -0.02257644],0,1.0,[-0.041237   -0.24042745  0.02986026  0.27951398]
[-0.041237   -0.24042745  0.02986026  0.27951398],1,1.0,[-0.04604555 -0.04574391  0.03545054 -0.00360354]
[-0.04604555 -0.04574391  0.03545054 -0.00360354],0,1.0,[-0.04696042 -0.24135587  0.03537847  0.30005032]
[-0.04696042 -0.24135587  0.03537847  0.30005032],1,1.0,[-0.05178754 -0.04675557  0.04137948  0.01873165]
[-0.05178754 -0.04675557  0.04137948  0.01873165],1,1.0,[-0.05272265  0.14774927  0.04175411 -0.26061377]
[-0.05272265  0.14774927  0.04175411 -0.26061377],0,1.0,[-0.04976767 -0.04794309  0.03654183  0.04494105]
[-0.04976767 -0.04794309  0.03654183  0.04494105],1,1.0,[-0.05072653  0.14663634  0.03744065 -0.23599233]
[-0.05072653  0.14663634  0.03744065 -0.23599233],1,1.0,[-0.0477938   0.34120393  0.03272081 -0.51663417]
[-0.0477938   0.34120393  0.03272081 -0.51663417],0,1.0,[-0.04096972  0.14563687  0.02238812 -0.21382244]
[-0.04096972  0.14563687  0.02238812 -0.21382244],0,1.0,[-0.03805698 -0.04979788  0.01811168  0.08583779]
[-0.03805698 -0.04979788  0.01811168  0.08583779],1,1.0,[-0.03905294  0.14505984  0.01982843 -0.2010763 ]
[-0.03905294  0.14505984  0.01982843 -0.2010763 ],1,1.0,[-0.03615175  0.33989266  0.01580691 -0.48743892]
[-0.03615175  0.33989266  0.01580691 -0.48743892],0,1.0,[-0.02935389  0.14455129  0.00605813 -0.18981645]
[-0.02935389  0.14455129  0.00605813 -0.18981645],1,1.0,[-0.02646287  0.33958605  0.0022618  -0.48058212]
[-0.02646287  0.33958605  0.0022618  -0.48058212],0,1.0,[-0.01967115  0.14443225 -0.00734984 -0.18718721]
[-0.01967115  0.14443225 -0.00734984 -0.18718721],1,1.0,[-0.0167825   0.3396586  -0.01109359 -0.48217964]
[-0.0167825   0.3396586  -0.01109359 -0.48217964],0,1.0,[-0.00998933  0.14469495 -0.02073718 -0.19301362]
[-0.00998933  0.14469495 -0.02073718 -0.19301362],1,1.0,[-0.00709543  0.34010732 -0.02459745 -0.49216545]
[-0.00709543  0.34010732 -0.02459745 -0.49216545],1,1.0,[-2.9328442e-04  5.3556740e-01 -3.4440763e-02 -7.9249787e-01]
[-2.9328442e-04  5.3556740e-01 -3.4440763e-02 -7.9249787e-01],0,1.0,[ 0.01041806  0.3409348  -0.05029072 -0.5108456 ]
[ 0.01041806  0.3409348  -0.05029072 -0.5108456 ],0,1.0,[ 0.01723676  0.14655602 -0.06050763 -0.23442532]
[ 0.01723676  0.14655602 -0.06050763 -0.23442532],0,1.0,[ 0.02016788 -0.04765156 -0.06519614  0.03857454]
[ 0.02016788 -0.04765156 -0.06519614  0.03857454],0,1.0,[ 0.01921485 -0.24178095 -0.06442465  0.3099959 ]
[ 0.01921485 -0.24178095 -0.06442465  0.3099959 ],0,1.0,[ 0.01437923 -0.43592867 -0.05822473  0.58168554]
[ 0.01437923 -0.43592867 -0.05822473  0.58168554],0,1.0,[ 0.00566066 -0.6301885  -0.04659102  0.8554732 ]
[ 0.00566066 -0.6301885  -0.04659102  0.8554732 ],1,1.0,[-0.00694311 -0.4344637  -0.02948155  0.54851174]
[-0.00694311 -0.4344637  -0.02948155  0.54851174],1,1.0,[-0.01563239 -0.23894027 -0.01851132  0.24668771]
[-0.01563239 -0.23894027 -0.01851132  0.24668771],1,1.0,[-0.02041119 -0.0435589  -0.01357757 -0.05177616]
[-0.02041119 -0.0435589  -0.01357757 -0.05177616],0,1.0,[-0.02128237 -0.23848356 -0.01461309  0.2365922 ]
[-0.02128237 -0.23848356 -0.01461309  0.2365922 ],1,1.0,[-0.02605204 -0.04315591 -0.00988124 -0.06066408]
[-0.02605204 -0.04315591 -0.00988124 -0.06066408],1,1.0,[-0.02691516  0.15210631 -0.01109453 -0.35644814]
[-0.02691516  0.15210631 -0.01109453 -0.35644814],1,1.0,[-0.02387303  0.3473842  -0.01822349 -0.65260875]
[-0.02387303  0.3473842  -0.01822349 -0.65260875],0,1.0,[-0.01692535  0.15252073 -0.03127566 -0.36571944]
[-0.01692535  0.15252073 -0.03127566 -0.36571944],0,1.0,[-0.01387493 -0.04214313 -0.03859005 -0.08305999]
[-0.01387493 -0.04214313 -0.03859005 -0.08305999],0,1.0,[-0.0147178  -0.23669125 -0.04025125  0.1972023 ]
[-0.0147178  -0.23669125 -0.04025125  0.1972023 ],0,1.0,[-0.01945162 -0.43121505 -0.03630721  0.47692096]
[-0.01945162 -0.43121505 -0.03630721  0.47692096],0,1.0,[-0.02807592 -0.62580603 -0.02676879  0.75794315]
[-0.02807592 -0.62580603 -0.02676879  0.75794315],1,1.0,[-0.04059204 -0.43032563 -0.01160992  0.45695847]
[-0.04059204 -0.43032563 -0.01160992  0.45695847],1,1.0,[-0.04919856 -0.23504148 -0.00247076  0.16063875]
[-0.04919856 -0.23504148 -0.00247076  0.16063875],1,1.0,[-0.05389939 -0.03988425  0.00074202 -0.13282262]
[-0.05389939 -0.03988425  0.00074202 -0.13282262],0,1.0,[-0.05469707 -0.23501682 -0.00191443  0.16009432]
[-0.05469707 -0.23501682 -0.00191443  0.16009432],0,1.0,[-0.05939741 -0.43011132  0.00128745  0.45217267]
[-0.05939741 -0.43011132  0.00128745  0.45217267],1,1.0,[-0.06799963 -0.23500758  0.01033091  0.15989585]
[-0.06799963 -0.23500758  0.01033091  0.15989585],1,1.0,[-0.07269979 -0.04003505  0.01352882 -0.12951012]
[-0.07269979 -0.04003505  0.01352882 -0.12951012],0,1.0,[-0.07350048 -0.23534817  0.01093862  0.16741009]
[-0.07350048 -0.23534817  0.01093862  0.16741009],0,1.0,[-0.07820745 -0.43062496  0.01428682  0.46352366]
[-0.07820745 -0.43062496  0.01428682  0.46352366],0,1.0,[-0.08681995 -0.62594587  0.0235573   0.7606753 ]
[-0.08681995 -0.62594587  0.0235573   0.7606753 ],0,1.0,[-0.09933887 -0.8213843   0.0387708   1.0606768 ]
[-0.09933887 -0.8213843   0.0387708   1.0606768 ],1,1.0,[-0.11576656 -0.62679666  0.05998434  0.7804105 ]
[-0.11576656 -0.62679666  0.05998434  0.7804105 ],0,1.0,[-0.12830248 -0.8226897   0.07559255  1.0913464 ]
[-0.12830248 -0.8226897   0.07559255  1.0913464 ],0,1.0,[-0.14475629 -1.018722    0.09741948  1.4067583 ]
[-0.14475629 -1.018722    0.09741948  1.4067583 ],1,1.0,[-0.16513072 -0.8249348   0.12555464  1.1460516 ]
[-0.16513072 -0.8249348   0.12555464  1.1460516 ],0,1.0,[-0.18162942 -1.0214525   0.14847568  1.475324  ]
[-0.18162942 -1.0214525   0.14847568  1.475324  ],1,1.0,[-0.20205846 -0.8284238   0.17798215  1.2324582 ]
[-0.20205846 -0.8284238   0.17798215  1.2324582 ],0,1.0,[-0.21862695 -1.0253307   0.20263132  1.5752037 ]
[-0.21862695 -1.0253307   0.20263132  1.5752037 ],0,1.0,[-0.23913357 -1.2222092   0.23413539  1.9236461 ]
[ 0.01200223 -0.02158418  0.01381402 -0.02796761],1,1.0,[ 0.01157054  0.17333697  0.01325467 -0.31626025]
[ 0.01157054  0.17333697  0.01325467 -0.31626025],1,1.0,[ 0.01503728  0.36826766  0.00692947 -0.6047338 ]
[ 0.01503728  0.36826766  0.00692947 -0.6047338 ],1,1.0,[ 0.02240263  0.563292   -0.00516521 -0.89522606]
[ 0.02240263  0.563292   -0.00516521 -0.89522606],0,1.0,[ 0.03366847  0.36824048 -0.02306973 -0.6041713 ]
[ 0.03366847  0.36824048 -0.02306973 -0.6041713 ],0,1.0,[ 0.04103328  0.17344862 -0.03515316 -0.31884313]
[ 0.04103328  0.17344862 -0.03515316 -0.31884313],1,1.0,[ 0.04450225  0.36905316 -0.04153002 -0.62240154]
[ 0.04450225  0.36905316 -0.04153002 -0.62240154],0,1.0,[ 0.05188332  0.17453496 -0.05397805 -0.34308216]
[ 0.05188332  0.17453496 -0.05397805 -0.34308216],0,1.0,[ 0.05537402 -0.01977918 -0.06083969 -0.0678973 ]
[ 0.05537402 -0.01977918 -0.06083969 -0.0678973 ],0,1.0,[ 0.05497843 -0.2139785  -0.06219764  0.20498687]
[ 0.05497843 -0.2139785  -0.06219764  0.20498687],0,1.0,[ 0.05069887 -0.4081584  -0.0580979   0.4774192 ]
[ 0.05069887 -0.4081584  -0.0580979   0.4774192 ],1,1.0,[ 0.0425357  -0.21226636 -0.04854952  0.1670057 ]
[ 0.0425357  -0.21226636 -0.04854952  0.1670057 ],1,1.0,[ 0.03829037 -0.01648428 -0.0452094  -0.14058931]
[ 0.03829037 -0.01648428 -0.0452094  -0.14058931],1,1.0,[ 0.03796068  0.17925504 -0.04802119 -0.4471853 ]
[ 0.03796068  0.17925504 -0.04802119 -0.4471853 ],1,1.0,[ 0.04154579  0.37502223 -0.0569649  -0.7546104 ]
[ 0.04154579  0.37502223 -0.0569649  -0.7546104 ],1,1.0,[ 0.04904623  0.5708813  -0.07205711 -1.0646611 ]
